movieid,writerid,addition,additions
2324074,76489,"(story)  <1,1,1>",story
2324074,110645,"(screenplay)  <2,1,1>",screenplay
2324123,309195,"(written by)  <1,1,1>",written by
2324198,273010,(writer),writer
2324383,76496,"(written by)  <1,1,1>",written by
2325153,25664,"(written by)  <1,1,4>",written by
2325153,119955,"(written by)  <1,2,1>",written by
2325153,175296,"(written by)  <1,1,3>",written by
2325153,330758,"(written by)  <1,2,2>",written by
2325153,387847,"(written by)  <1,1,2>",written by
2325153,387848,"(written by)  <1,1,1>",written by
2325529,13702,"(novel ""Il Buio E Il Miele"")  <1,1,1>",novel
2325529,133034,"(screenplay)  <2,1,1>",screenplay
2325529,222275,"(character from Profumo Di Donna) (suggestion)  <3,1,1>",character from Profumo Di Donna
2325529,306663,"(character from Profumo Di Donna) (suggestion)  <3,2,1>",character from Profumo Di Donna
2325646,109119,"(dialogue)  <1,1,1>",dialogue
2325646,109119,"(play ""Der Müll, die Stadt und der Tod"") (uncredited)",play
2325646,109119,"(screenplay)  <2,2,1>",screenplay
2325646,326155,"(screenplay)  <2,1,1>",screenplay
2325897,185931,"(book)  <1,1,1>",book
2325897,403443,"(screenplay)  <2,1,1>",screenplay
2325936,343511,"(written by) (uncredited)  <1,1,1>",written by
2325949,326730,(novel),novel
2325949,326730,(screenplay),screenplay
2326309,208351,"(written by)  <1,1,1>",written by
2327740,394502,"(written by)  <1,1,1>",written by
2327746,394502,"(characters)  <1,1,1>",characters
2327746,394502,"(written by)  <2,1,1>",written by
2327747,197536,"(written by)  <2,1,1>",written by
2327747,394502,"(characters)  <1,1,1>",characters
2327816,91079,"(short story ""Second Variety"")  <1,1,1>",short story
2327816,267997,"(screenplay)  <2,1,1>",screenplay
2327816,361240,"(screenplay)  <2,2,1>",screenplay
2328405,5666,"(written by)  <1,1,1>",written by
2328405,182050,"(written by)  <1,1,2>",written by
2328488,91091,"(novel ""A Christmas Carol"") (suggestion)  <2,1,1>",novel
2328488,131531,"(written by)  <1,1,1>",written by
2328488,268578,"(written by)  <1,1,2>",written by
2328882,384562,"(written by)  <1,1,1>",written by
2329335,384231,"(book)  <1,1,1>",book
2329335,403443,"(screenplay)  <2,1,1>",screenplay
2329715,71629,"(novel)  <1,1,1>",novel
2329715,71629,"(screenplay)  <2,1,1>",screenplay
2330057,28566,"(screenplay)  <3,1,1>",screenplay
2330057,92606,"(play)  <1,1,1>",play
2330057,151809,"(dialogue)  <4,1,1>",dialogue
2330057,204639,"(additional dialogue)  <6,1,1>",additional dialogue
2330057,234693,"(novel ""Ashenden"")  <2,1,1>",novel
2330057,303551,"(continuity)  <5,1,1>",continuity
2330470,209176,"(written by)  <1,1,1>",written by
2332489,261047,"(written by)  <1,1,1>",written by
2333344,189549,"(written by)  <1,1,2>",written by
2333344,198644,"(written by)  <1,1,1>",written by
2333494,16085,"(novel)  <1,1,1>",novel
2333494,363767,"(screenplay)  <2,1,1>",screenplay
2333527,104743,"(written by)  <1,1,1>",written by
2333527,235652,"(written by)  <1,1,2>",written by
2334512,387310,"(written by)  <1,1,1>",written by
2334625,222076,"(book)  <1,1,1>",book
2334625,320039,"(screenplay)  <2,1,1>",screenplay
2334625,391023,"(screenplay)  <2,2,1>",screenplay
2334876,119709,,
2334876,127217,,
2335038,47779,"(screenplay)  <2,1,1>",screenplay
2335038,47779,"(story)  <1,1,1>",story
2335038,203517,"(screenplay)  <2,2,1>",screenplay
2335264,267242,(writer),writer
2335400,46234,"(screen version)  <2,1,1>",screen version
2335400,151538,"(screen version) (as Jean Havez)  <2,1,2>",screen version
2335400,240881,"(adapted from David Belasco's famous comedy by)  <1,1,1>",adapted from David Belascos famous comedy by
2335400,248084,"(screen version) (as Joseph Mitchell)  <2,2,1>",screen version
2335431,18370,"(novel)  <1,1,2>",novel
2335431,192115,"(novel)  <1,1,1>",novel
2335431,331554,"(screenplay)  <2,1,1>",screenplay
2335622,149119,"(book)  <1,1,1>",book
2335622,176107,"(screenplay)  <2,1,1>",screenplay
2336864,343511,"(written by)  <1,1,1>",written by
2337754,42544,"(written by)  <2,1,1>",written by
2337754,157285,"(television series)  <1,1,1>",television series
2338199,129211,"(written by)  <1,1,2>",written by
2338199,150584,"(written by)  <1,1,1>",written by
2338375,28935,"(screenplay)  <1,1,2>",screenplay
2338375,237544,"(from an original story by)  <2,1,1>",from an original story by
2338375,303551,"(screenplay)  <1,1,3>",screenplay
2338375,393041,"(screenplay)  <1,1,1>",screenplay
2338484,264041,"(play)  <2,1,1>",play
2338484,264041,"(screenplay)  <1,1,1>",screenplay
2338685,353422,"(screenplay)  <2,1,1>",screenplay
2338685,353423,"(short story)  <1,1,1>",short story
2338685,361993,"(screenplay)  <2,1,2>",screenplay
2338707,34093,"(screenplay)  <1,2,1>",screenplay
2338707,364852,"(novel)  <2,1,1>",novel
2338707,364852,"(screenplay)  <1,1,1>",screenplay
2338708,293071,"(screenplay)  <3,1,1>",screenplay
2338708,319553,"(screenplay)  <3,2,2>",screenplay
2338708,319553,"(story)  <2,1,2>",story
2338708,339296,"(screenplay)  <3,2,1>",screenplay
2338708,339296,"(story)  <2,1,1>",story
2338708,364852,"(novel ""Shaft"")  <1,1,1>",novel
2338711,337398,"(written by)  <2,1,1>",written by
2338711,364852,"(characters)  <1,1,1>",characters
2338714,364852,,
2338941,133319,"(written by)  <1,1,1>",written by
2338963,266362,"(written by)  <1,1,1>",written by
2338963,351759,"(written by)  <1,2,1>",written by
2339096,47304,"(based on a story by)  <3,1,2>",based on a story by
2339096,216456,"(based on a story by)  <3,1,1>",based on a story by
2339096,275376,"(screen play)  <1,1,2>",screen play
2339096,328894,"(screen play)  <1,1,1>",screen play
2339096,397102,"(adaptation)  <2,1,1>",adaptation
2339103,354709,,
2339111,159181,"(written by)  <1,1,1>",written by
2339246,25556,"(written by)  <1,2,1>",written by
2339246,367941,"(written by)  <1,1,1>",written by
2339347,142888,"(screenplay)  <1,1,1>",screenplay
2339347,324811,"(based on the novel by)  <3,1,1>",based on the novel by
2339347,334567,"(additional dialogue)  <2,1,1>",additional dialogue
2339477,135870,"(written by)  <1,1,2>",written by
2339477,245545,"(written by)  <1,1,1>",written by
2339491,29020,"(screenplay)  <1,1,2>",screenplay
2339491,186341,"(from the novel ""Faraday's Flowers"")  <2,1,1>",from the novel
2339491,193311,"(screenplay)  <1,1,1>",screenplay
2340287,290430,"(written by)  <1,1,1>",written by
2341003,114616,"(written by)  <1,1,1>",written by
2341046,208351,,
2341100,57654,"(written by)  <1,1,1>",written by
2341160,49117,"(written by)  <1,1,1>",written by
2341171,49172,"(screenplay)  <2,1,2>",screenplay
2341171,352932,"(screenplay)  <2,1,1>",screenplay
2341171,389638,"(novel ""The Life and Loves of a She-Devil"")  <1,1,1>",novel
2341509,136810,"(adaptation and dialogue: French)  <2,1,1>",adaptation and dialogue
2341509,199643,"(scenario)  <1,1,1>",scenario
2342997,156946,"(story)  <2,1,1>",story
2342997,322677,"(screenplay)  <1,1,1>",screenplay
2344403,160694,"<1,1,2>",
2344403,328257,"<1,1,1>",
2344573,9478,"(written by) (as Paul Anderson)  <1,1,1>",written by
2344675,7461,"(screenplay)  <2,1,1>",screenplay
2344675,21598,"(screenplay)  <2,1,2>",screenplay
2344675,57122,"(writings)  <1,1,1>",writings
2345354,106267,"(written by)  <1,1,1>",written by
2345742,63188,"(as Cheung Tung Jo)  <1,3,1>",
2345742,198317,"(English adaptation)  <2,1,1>",English adaptation
2345742,206800,"(English adaptation)  <2,1,2>",English adaptation
2345742,370311,"<1,2,1>",
2345742,397326,"<1,1,1>",
2345742,397517,"<1,4,1>",
2346707,225294,(writer),writer
2346707,225295,(as Samireh Makhmalbaf),
2346713,208213,"(screenplay)  <2,1,1>",screenplay
2346713,208213,"(story)  <1,1,1>",story
2346939,74695,"(screenplay)  <1,1,1>",screenplay
2346939,398167,"(screenplay)  <1,2,1>",screenplay
2348226,133152,"(written by)  <1,1,1>",written by
2349123,168840,"(novel ""A Prayer For Owen Meany"") (suggestion)  <2,1,1>",novel
2349123,175772,"(screenplay)  <1,1,1>",screenplay
2349163,68864,"(story)  <1,1,2>",story
2349163,90689,"(story)  <1,1,1>",story
2349163,218805,"(writer)  <2,1,2>",writer
2349163,245640,"(writer)  <2,1,1>",writer
2349269,263866,"(screenplay)  <2,1,2>",screenplay
2349269,334435,"(original play)  <1,1,1>",original play
2349269,386219,"(screenplay)  <2,1,1>",screenplay
2349430,307895,"(written by)  <1,1,1>",written by
2349784,76286,"(screenplay)  <1,1,1>",screenplay
2349784,76286,"(story)  <2,1,1>",story
2349784,149870,"(story)  <2,2,1>",story
2350234,70390,"(screenplay)  <2,2,1>",screenplay
2350234,70390,"(story)  <1,2,1>",story
2350234,138017,"(screenplay)  <2,1,1>",screenplay
2350234,138017,"(story)  <1,1,1>",story
2350339,220589,"(novel ""SWF Seeks Same"")  <1,1,1>",novel
2350339,311698,"(screenplay)  <2,1,1>",screenplay
2350378,76496,"(written by)  <1,1,1>",written by
2350992,97539,(written by),written by
2350992,216012,(translation and adaptation),translation and adaptation
2351245,162972,"(written by)  <1,1,1>",written by
2351246,76626,"(written by)  <2,1,2>",written by
2351246,162972,"(characters)  <1,1,1>",characters
2351246,232891,"(written by)  <2,2,1>",written by
2351246,272995,"(written by)  <2,1,1>",written by
2351693,46058,"(written by)  <1,1,1>",written by
2351717,141265,"(play)  <1,1,1>",play
2351717,141265,"(screenplay)  <2,1,1>",screenplay
2351845,30574,,
2351845,127992,,
2351845,283942,"(novel ""Portrait of a Young Man Drowning"")",novel
2351885,87548,"(screenplay)  <2,1,1>",screenplay
2351885,223158,"(story)  <1,2,1>",story
2351885,316111,"(screenplay)  <2,2,1>",screenplay
2351885,363883,"(story)  <1,1,1>",story
2351904,107918,(writer),writer
2351904,256280,(writer),writer
2351925,164419,(written by),written by
2352948,321377,"(novel)  <1,1,1>",novel
2352948,321377,"(screenplay)  <2,1,1>",screenplay
2353641,211384,"(story)  <1,1,1>",story
2353641,211384,"(written by)  <2,1,2>",written by
2353641,226093,"(written by)  <2,1,3>",written by
2353641,343647,"(written by)  <2,1,1>",written by
2353641,352322,"(story)  <1,1,2>",story
2353641,352322,"(written by)  <2,1,5>",written by
2353641,394324,"(written by)  <2,1,4>",written by
2353781,329162,"(written by)  <1,1,2>",written by
2353781,397255,"(written by) (as Bob Wolterstorff)  <1,1,1>",written by
2353895,310204,"(written by)  <1,1,1>",written by
2353900,134659,"(written by)  <2,1,2>",written by
2353900,202803,"(screenplay)  <3,1,1>",screenplay
2353900,216661,"(story)  <1,1,1>",story
2353900,393453,"(written by)  <2,1,1>",written by
2354011,68254,(written by),written by
2354219,157908,"(written by)  <1,1,1>",written by
2354226,6683,"(written by)  <1,1,1>",written by
2354226,43367,"(written by)  <1,2,1>",written by
2354247,54758,"(book)  <1,1,1>",book
2354247,211536,"(screenplay)  <2,1,1>",screenplay
2354271,20702,"(additional story)  <3,1,6>",additional story
2354271,156788,"(additional story)  <3,1,2>",additional story
2354271,281909,"(additional story)  <3,1,3>",additional story
2354271,282661,"(story adaptation)  <1,1,1>",story adaptation
2354271,283748,"(story ""Sleeping Beauty"")  <2,1,1>",story
2354271,306297,"(additional story)  <3,1,1>",additional story
2354271,329602,"(additional story)  <3,1,4>",additional story
2354271,398809,"(additional story)  <3,1,5>",additional story
2354392,12239,"(screenplay)  <2,3,1>",screenplay
2354392,12239,"(story)  <1,1,1>",story
2354392,104577,"(screenplay)  <2,1,1>",screenplay
2354392,386283,"(screenplay)  <2,2,1>",screenplay
2354396,354192,,
2354438,189747,"(written by)  <1,1,1>",written by
2354464,168852,"(story ""The Legend of Sleepy Hollow"")  <1,1,1>",story
2354464,384562,"(screen story)  <2,1,2>",screen story
2354464,384562,"(screenplay)  <3,1,1>",screenplay
2354464,399803,"(screen story)  <2,1,1>",screen story
2354674,163269,(writer),writer
2354792,364357,"(play)  <1,1,1>",play
2354792,364357,"(screenplay)  <2,1,1>",screenplay
2354959,106267,"(screenplay)  <2,1,1>",screenplay
2354959,211368,"(novel)  <1,1,1>",novel
2355275,44090,"(written by)  <1,1,1>",written by
2355276,78449,"(screenplay)  <1,1,1>",screenplay
2355303,173597,"(written by)  <1,1,1>",written by
2355555,223070,(written by) (as Billy Mackinnon),written by
2355555,223076,(written by) (as Gillies Mackinnon),written by
2355625,103041,"(written by)  <1,3,1>",written by
2355625,305891,"(written by)  <1,2,1>",written by
2355625,313369,"(written by)  <1,3,2>",written by
2355625,329032,"(written by)  <1,1,1>",written by
2355661,6683,"(written by)  <1,1,1>",written by
2355904,241661,,
2356134,32391,"(screenplay)  <2,1,1>",screenplay
2356134,166684,"(novel ""Frøken Smillas fornemmelse for sne"")  <1,1,1>",novel
2356224,16092,"(written by)  <1,1,1>",written by
2356287,5779,"(book ""The Lone Ranger and Tonto Fistfight in Heaven"")  <1,1,1>",book
2356287,5779,"(screenplay)  <2,1,1>",screenplay
2356460,16756,"(play ""Intimate Exchanges"")",play
2356460,17763,(writer),writer
2356460,98961,(translation),translation
2356460,98962,(translation),translation
2356460,172510,(writer),writer
2356755,85164,"(story)  <1,1,1>",story
2356755,193096,"(screenplay)  <2,1,1>",screenplay
2356755,193096,"(story)  <1,1,2>",story
2357080,204614,"(written by)  <1,2,1>",written by
2357080,278669,"(written by)  <1,2,2>",written by
2357080,308581,"(written by)  <1,1,1>",written by
2357240,13224,(writer),writer
2357240,206845,(uncredited),uncredited
2357424,240085,"(written by)  <1,1,1>",written by
2357424,381180,"(written by)  <1,1,2>",written by
2357437,23856,"(screenplay) (as Ron Bass)  <2,1,1>",screenplay
2357437,142871,"(novel)  <1,1,1>",novel
2357437,156946,"(screenplay)  <2,2,1>",screenplay
2357543,34911,"(story adaptation)  <1,7,1>",story adaptation
2357543,75533,"(story adaptation)  <1,2,1>",story adaptation
2357543,84906,"(story adaptation)  <1,6,1>",story adaptation
2357543,104239,"(story adaptation)  <1,3,1>",story adaptation
2357543,139926,"(fairy tales) (as Grimm)  <2,2,2>",fairy tales
2357543,139944,"(fairy tales) (as Grimm)  <2,1,1>",fairy tales
2357543,165477,"(story adaptation)  <1,5,1>",story adaptation
2357543,305440,"(story adaptation)  <1,4,1>",story adaptation
2357543,329602,"(story adaptation)  <1,1,1>",story adaptation
2357543,342765,"(story adaptation)  <1,8,1>",story adaptation
2357676,246362,,
2357807,9370,"(cartoon story treatment)  <4,1,2>",cartoon story treatment
2357807,24432,"(screenplay)  <1,1,1>",screenplay
2357807,82765,"(cartoon story treatment)  <4,1,1>",cartoon story treatment
2357807,266559,"(novel ""Midnight and Jeremiah"")  <3,1,1>",novel
2357807,281909,"(cartoon story treatment) (as William Peed)  <4,1,3>",cartoon story treatment
2357807,299329,"(adaptation)  <2,1,1>",adaptation
2357807,329602,"(adaptation)  <2,1,2>",adaptation
2357857,117591,"(written by)  <1,1,1>",written by
2358317,29757,"(screenplay)  <2,2,1>",screenplay
2358317,148805,"(screenplay)  <2,1,1>",screenplay
2358317,148805,"(story)  <1,1,1>",story
2358980,9848,"(written by)  <1,1,1>",written by
2359014,374702,(writer),writer
2359470,37303,"(screenplay)  <2,2,1>",screenplay
2359470,123976,"(screenplay)  <2,1,1>",screenplay
2359470,183953,"(novel)  <1,1,1>",novel
2359505,403663,"(written by)  <1,1,1>",written by
2359625,170524,(as Bernard Michaels),
2360108,72805,"(screenplay) (as David Corley)  <2,1,1>",screenplay
2360108,232931,"(novel ""Weapon"")  <1,1,1>",novel
2360397,135290,"(screenplay)  <2,1,1>",screenplay
2360397,209507,"(novel ""Solaris"")  <1,1,1>",novel
2360397,359677,"(screenplay)  <2,1,2>",screenplay
2360614,364357,,
2360660,164419,"(written by)  <1,1,1>",written by
2360675,90723,"(screenplay)  <1,2,1>",screenplay
2360675,216612,"(suggested by a story by) (as M. Logan)  <2,2,1>",suggested by a story by
2360675,363006,"(suggested by a story by) (as R. Thoeren)  <2,1,1>",suggested by a story by
2360675,393003,"(screenplay)  <1,1,1>",screenplay
2360702,127852,"(written by)  <1,1,1>",written by
2360702,334627,"(written by)  <1,1,2>",written by
2360833,94351,"(written by)  <1,1,1>",written by
2360852,36400,,
2360852,309144,,
2360910,244949,,
2360910,290702,(english dialogue),english dialogue
2360910,312084,(english dialogue),english dialogue
2360973,17532,(uncredited),uncredited
2360973,118523,"(written by)  <1,1,1>",written by
2360973,330761,(uncredited),uncredited
2361193,41075,"(novel)  <2,1,1>",novel
2361193,41075,"(screenplay)  <1,1,1>",screenplay
2361211,196819,"(novel ""The Cook"")",novel
2361211,391246,,
2361281,278395,"(screenplay)  <2,1,1>",screenplay
2361281,325471,"(story)  <1,1,1>",story
2361284,187863,"(written by)  <1,1,1>",written by
2361450,233635,"(novel ""Bid Time Return"")  <2,1,1>",novel
2361450,233635,"(screenplay)  <1,1,1>",screenplay
2361456,91801,(writer),writer
2361456,263736,(writer),writer
2361575,56401,"(film The Return of Martin Guerre)  <1,2,1>",film The Return of Martin Guerre
2361575,186729,"(screenplay)  <3,2,1>",screenplay
2361575,243812,"(screenplay)  <3,1,1>",screenplay
2361575,243812,"(story)  <2,1,1>",story
2361575,332445,"(story)  <2,2,1>",story
2361575,380036,"(film The Return of Martin Guerre)  <1,1,1>",film The Return of Martin Guerre
2361748,18272,"(screenplay)  <2,1,1>",screenplay
2361748,67632,"(story) (as Patrick Clifton)  <1,1,1>",story
2361748,209859,"(story)  <1,1,3>",story
2361748,239589,"(story)  <1,1,2>",story
2361748,325398,"(screenplay)  <2,2,1>",screenplay
2361748,341077,"(screenplay)  <2,1,2>",screenplay
2361778,339433,"(story) (as Curtis Siodmak)  <2,1,1>",story
2361778,360499,"(screenplay)  <1,1,1>",screenplay
2361784,14640,"(""Danny Dunn"" books) (uncredited)  <3,1,1>",books
2361784,79522,"(screenplay)  <1,1,2>",screenplay
2361784,360815,"(story)  <2,1,1>",story
2361784,385348,"(screenplay)  <1,1,1>",screenplay
2361784,393941,"(""Danny Dunn"" books) (uncredited)  <3,2,1>",books
2361785,72234,"(screenplay) (as Willis Cooper)  <2,1,1>",screenplay
2361785,334245,"(suggested by the story written in 1816) (as Mary Wollstonecraft Shelley)  <1,1,1>",suggested by the story written in 
2362113,22801,"(uncredited)  <3,1,1>",uncredited
